vibration_hz,temperature_c,stress_load_kn,moisture_pct,acoustic_emission_db,pressure_bar,label,asset_id,asset_type
47.39218268124578,29.960008472267788,459.1545250762492,29.59236346558973,37.025261762140616,8.850837030165549,0,ROAD_000,ROAD
46.56907242013782,29.37369395412744,470.87237377417927,25.765768189378434,36.02077416313114,9.038285397139303,0,ROAD_001,ROAD
46.240152793320746,26.703170382082376,453.9805385739923,22.79819250924315,40.14641398454002,10.09403093812553,0,ROAD_002,ROAD
51.95459120170207,25.283650157044814,436.7020960554629,23.845699531383595,35.65632171758244,9.542047194125098,0,ROAD_003,ROAD
43.287355628622265,30.711145871420698,431.67427080584804,27.017933025532066,31.31089708028624,8.91027016774611,0,ROAD_004,ROAD
50.46951175188575,28.146635934376807,411.3011730077684,19.819684911745536,34.99264590212962,10.334510762644696,0,ROAD_005,ROAD
54.287530505427476,31.188884783498395,470.368409632867,21.75039060425032,35.85291197748589,9.419819959477584,0,ROAD_006,ROAD
45.811281200338826,27.183160299737366,428.6792402259897,27.73447324774533,33.79514436949387,9.048544996476036,0,ROAD_007,ROAD
45.88258783465305,29.513284930213874,424.23467165103125,20.67136745668802,32.46392660461124,9.676019306479061,0,ROAD_008,ROAD
41.40749698421391,30.537427789153142,455.70669665534683,23.481502013292666,38.57147516526987,10.262319298241378,0,ROAD_009,ROAD
49.63577544907836,29.773905214946343,456.33374330534,23.327004338880677,34.95090376392375,9.512836157603806,0,ROAD_010,ROAD
46.67015324642547,26.2303945719462,444.8116182022973,31.846833920569374,31.88429657120593,8.69321930106163,0,ROAD_011,ROAD
46.76692519049048,30.043245968146078,438.6372049019072,33.33064128843919,37.29258725704511,8.862158670002135,0,ROAD_012,ROAD
45.01671443460062,28.499096379196153,414.5083144579683,23.988946979615257,39.08823930286598,9.898350963535371,0,ROAD_013,ROAD
46.88642414621542,26.113060351183687,454.33882901368634,28.492677169526353,34.83884092129882,9.354808504174601,0,ROAD_014,ROAD
47.22770842766746,25.97685944859122,417.1505814566315,22.385602859273316,34.32667391244371,8.93251291755037,0,ROAD_015,ROAD
49.516011442942045,29.055678699831173,393.00989157423356,24.486946078064676,31.84997766908517,9.950864348570137,0,ROAD_016,ROAD
48.30186633250633,29.028281981521445,487.5473814804809,23.175063981566023,31.164644809538395,9.57848431352438,0,ROAD_017,ROAD
47.19630379752451,26.582443594557002,425.4197522179628,29.63388798589331,39.6713808675395,9.974648249187657,0,ROAD_018,ROAD
51.19612881677881,27.483908968777676,488.0574970694241,26.96565102542211,32.33033930981421,10.212313866038622,0,ROAD_019,ROAD
48.22672911801011,30.097728283750726,449.12350782438045,28.100460486356344,32.86341154297784,9.486869603365074,0,ROAD_020,ROAD
47.79234177617545,25.347130345384006,441.883897885162,27.493021693833892,35.631685722939565,9.951162880565192,0,ROAD_021,ROAD
41.34066615764445,25.200636990534626,442.5189112448256,20.34782939886159,34.759728688090675,9.51619810684179,0,ROAD_022,ROAD
51.88818918534419,25.785686366395097,439.034821890442,24.39480311906991,31.812632393422547,9.7956746208792,0,ROAD_023,ROAD
83.18950206888213,33.633692169954365,503.4644245358907,39.0113178536151,54.15964034008264,10.90074322124507,1,ROAD_024,ROAD
49.458108868252914,24.90539202212327,482.4807316166122,23.115501392728486,35.71909143378249,10.162898323771095,0,ROAD_025,ROAD
52.0096655152567,29.06425714315047,429.3531521508321,25.322383296119,33.43864085991588,10.252056418850398,0,ROAD_026,ROAD
47.51079910816871,26.5101947103871,429.7446517507685,24.42192531713793,33.622740237000116,9.34601923518048,0,ROAD_027,ROAD
44.47235938618622,28.99727865103339,469.11479230652986,23.29464072933873,37.64706626136575,9.79553346816753,0,ROAD_028,ROAD
47.47330816350235,29.337309609515813,452.94202618616833,30.183487127452057,33.84350283717381,9.872502656438641,0,ROAD_029,ROAD
49.73718471808401,28.934181887987148,489.08785265837435,22.339872438784298,31.706657571686236,9.464985111595977,0,ROAD_030,ROAD
42.67129430130504,28.817305622961342,419.11885475453784,19.589318856625862,31.432922441346328,10.056344187494963,0,ROAD_031,ROAD
44.06240464083136,32.686588285257876,606.4269473558119,60.66228286419718,47.937219258580086,9.581706820076954,1,ROAD_032,ROAD
59.400278222258876,35.63559795778927,489.66672050256625,24.59445705459335,38.27740424202121,13.11126751367965,1,ROAD_033,ROAD
52.62225712955032,26.947035290410152,436.9561591988335,28.26237697838465,31.131075113989308,8.89326831992354,0,ROAD_034,ROAD
45.55738596784387,26.85984932163069,485.72098852665016,25.78655096700098,37.03333483305174,10.090610817110301,0,ROAD_035,ROAD
44.534773137119586,27.924922397255518,440.10770523390397,28.143385652624602,32.77650483102357,10.01019093708884,0,ROAD_036,ROAD
50.440849609354366,30.873136703453675,392.7834278697624,25.555802292220378,38.14624212373213,9.625981802064032,0,ROAD_037,ROAD
62.86772291522161,31.73861435292185,626.7203806891796,35.959495528759206,52.83525424116612,8.84476207095168,1,ROAD_038,ROAD
52.40212796498304,26.406774860744044,450.6004141500483,28.014577126533855,38.35098142268012,9.721168129988099,0,ROAD_039,ROAD
51.58194681953653,30.861248793996786,442.90360261077194,25.62286927812176,38.953087408746086,8.83525321390354,0,ROAD_040,ROAD
44.53227065272626,27.464688459988892,457.3032214272039,29.42045417309636,34.13947312945573,9.405082435968268,0,ROAD_041,ROAD
48.83007239799006,29.654366498072047,450.39005675633723,30.814136308629266,35.206029500286135,10.86008458329481,0,ROAD_042,ROAD
45.30475598595493,28.983838343013012,410.3930037893807,32.325835063417415,39.53832036216386,9.265412173947647,0,ROAD_043,ROAD
51.86422717455713,28.02901799852531,412.9159261190861,30.017353443029357,38.19300188035645,9.769217478608226,0,ROAD_044,ROAD
48.75119609183792,29.652257267645904,506.61498185013744,20.2921471797627,39.41373052441375,9.334818268753185,0,ROAD_045,ROAD
45.48913188090351,30.64752412567058,426.02591397430604,26.41099843450205,35.43717256606716,8.991552742881199,0,ROAD_046,ROAD
44.25187654657526,29.17403847959038,486.0156927586026,22.709066581027837,37.52072460087858,10.290757559365904,0,ROAD_047,ROAD
50.35251052117343,28.057744960348934,423.60388785869725,21.798637471856203,40.59051616566156,10.217838551899899,0,ROAD_048,ROAD
49.55182628208392,29.258476360590482,434.77405969422693,28.336402287640272,38.7354407807124,9.165610880609439,0,ROAD_049,ROAD
49.445288127220934,26.288327662786944,466.8642186891235,28.526625842049842,39.058909472007954,9.419541636672589,0,ROAD_050,ROAD
49.214404091819354,29.0683577099071,473.0787528214804,25.665219313008695,37.54030855904401,9.044263174938138,0,ROAD_051,ROAD
49.57543397636481,30.719436426001792,476.2272050769973,24.953559542179825,32.147405367266515,9.21822340937565,0,ROAD_052,ROAD
50.19704423895158,29.59513124537191,441.1439624069191,27.45818895060347,39.32729839643016,9.447613994159234,0,ROAD_053,ROAD
47.96545473577007,30.061319616483118,482.8439550668198,21.77603307576234,34.4203346005899,8.838826282658353,0,ROAD_054,ROAD
50.11664569438796,28.311050075167312,419.89698567725316,21.124703543860022,30.00418330033348,9.084339295437191,0,ROAD_055,ROAD
43.683839696829395,27.549474715017293,378.6470502038002,25.7706061305921,37.09618272577542,9.48041894227862,0,ROAD_056,ROAD
51.148658145958,26.929529576878863,489.52182196902976,25.7903984187696,42.225782617875794,9.155406090955216,0,ROAD_057,ROAD
52.63452438725478,29.208194852711134,490.8302011430932,25.259165400493526,38.29631248312505,10.238860147651037,0,ROAD_058,ROAD
50.16748730832881,27.366684470526714,491.8177359162322,21.726099655479327,36.50813240982812,9.1121070053437,0,ROAD_059,ROAD
49.375801361632895,29.816445048183457,460.0183514399712,23.480368133837693,37.6661389684493,9.93004253387141,0,ROAD_060,ROAD
48.825991683395436,26.475499933353394,478.9769779348074,28.97111720036908,33.635287604488255,9.76606199567498,0,ROAD_061,ROAD
47.29640222244576,31.934732222182987,425.42257461813995,29.69571298941924,40.75421892913536,9.522733263116598,0,ROAD_062,ROAD
49.65114141045906,24.631550404939688,447.3299839017459,22.768430960385373,36.75709777254922,9.292225864278677,0,ROAD_063,ROAD
50.44055165210901,25.53827136713209,456.82379803812387,30.228571017129713,31.17755029631632,9.592316929266152,0,ROAD_064,ROAD
45.741842274290796,30.95222974913153,405.71308559071804,26.779499666708492,37.92636301162975,9.12017411958331,0,ROAD_065,ROAD
46.953674216979394,27.85637371429793,369.8337784658595,20.65618906568586,33.55920223692364,9.974102997411675,0,ROAD_066,ROAD
53.122646667965284,29.833412945178036,466.4257959130686,27.902360701929286,40.31986212428589,10.03781339700883,0,ROAD_067,ROAD
45.3894705896238,31.106494373377508,488.9458173508983,31.472427132190752,38.050251693716675,9.485260942489031,0,ROAD_068,ROAD
46.169765267958084,25.05769447604991,388.9026510349397,25.206973392835888,40.946357897189856,9.43072129178451,0,ROAD_069,ROAD
46.36804975988195,28.854752090941595,408.4391844466652,27.372216201132083,34.834478798643445,9.912778537434782,0,ROAD_070,ROAD
46.04807229263452,27.02574923247061,432.2281822728339,21.544036921280735,36.14556488383448,9.08452494179448,0,ROAD_071,ROAD
48.35874110524246,26.05386211823689,485.89714504993475,24.36588170789212,35.918086381470204,9.033366020463403,0,ROAD_072,ROAD
46.16469272728414,27.925926405903176,437.1209332644822,22.230316080504576,31.781047608984498,9.458447213685652,0,ROAD_073,ROAD
47.036522883882895,24.828748586460815,484.2020353948548,21.65163946553984,35.82383871868611,9.723268253470355,0,ROAD_074,ROAD
49.37748394793567,25.79971516745793,478.1760855498614,22.315155699464444,35.51614369901657,10.186139456723287,0,ROAD_075,ROAD
48.87269117277002,24.008936439096523,416.36268779716823,28.717639939163263,35.60359023329536,9.23813434861429,0,ROAD_076,ROAD
54.494677767304374,30.63470260930402,479.52889335591135,19.43828397684076,36.616239811373255,10.104543199007002,0,ROAD_077,ROAD
37.0943993173797,32.18419714323582,466.51670798478693,21.930610056247342,32.62603293500102,9.25217562356033,0,ROAD_078,ROAD
46.78340192471263,28.17715625883347,466.3951486082524,20.592400108045148,37.075643141637684,9.517330716028592,0,ROAD_079,ROAD
46.006243536154216,24.822993727183654,465.2848458496659,30.369027131440724,34.01328576400313,9.098343570796441,0,ROAD_080,ROAD
48.421277602334506,28.87083130546188,398.25043697606196,15.302940517210857,31.687362655666774,9.259728287196612,0,ROAD_081,ROAD
45.38297914409911,26.888173007371996,458.5420667120801,23.975784838418992,35.6998768868082,10.03517591768188,0,ROAD_082,ROAD
49.45420394390677,27.396403013207493,525.9110900592507,24.088429764936663,35.30764154369184,9.101506665593062,0,ROAD_083,ROAD
55.76816915216715,28.289372261050072,467.28578250985265,30.59961376467823,39.83290004942343,9.755366033067947,0,ROAD_084,ROAD
54.64298982766979,25.304581539381193,440.34741888029373,24.870075856631622,41.73806440307039,8.83757710953363,0,ROAD_085,ROAD
46.30081622635583,29.663233572360806,456.2841025094332,21.061863798072128,35.98213587236181,9.892001389655373,0,ROAD_086,ROAD
50.01459351518716,31.056062718775664,476.62511902242176,28.04338661724591,36.18025798384549,9.694156002711726,0,ROAD_087,ROAD
70.13267192008497,36.035636519248385,546.2182174668675,33.35079108908222,49.14677212821153,14.238032491995261,1,ROAD_088,ROAD
39.638133223932655,27.60190143478309,450.9727835346729,24.06890649322731,37.00901568499659,9.261545036201339,0,ROAD_089,ROAD
46.64874334029704,28.307363526353807,439.65152054356577,17.692358784136072,38.274082136281415,8.875806093936474,0,ROAD_090,ROAD
50.74617082668048,26.90091945080893,446.4970225261426,22.457768634382386,41.216554055559996,9.339378616941044,0,ROAD_091,ROAD
49.950603533875984,27.801648272441234,505.39910988143,20.71966093469539,31.423424487225784,9.154045965059378,0,ROAD_092,ROAD
50.67403170481574,27.591288546708704,441.28675553966553,26.776580684349028,38.44726345995621,9.801236718141181,0,ROAD_093,ROAD
50.197476308339404,28.577447325650045,400.3533769131511,21.159814818882147,35.631873199212826,9.546686187138326,0,ROAD_094,ROAD
